1995,12.56697689009725
1996,13.749346439401862
1997,14.120374242107465
1998,14.291814760610496
1999,14.659784653982856
2000,15.34723092998955
2001,15.819540229885057
2002,16.163166144200627
2003,16.56264367816092
2004,16.942842215256007
2005,17.527220480668756
2006,17.99576802507837
2007,18.438296760710553
2008,18.942580982236155
2009,19.401567398119123
2010,19.863427377220482
2011,20.055329153605015
2012,20.396865203761756
2013,20.755560196303644
2014,21.087449096794405
2015,21.200428109011174
2016,21.90216142842226
2017,22.587909793276257
2018,23.179525997076635
2019,23.73157235330967
