1995,1.0
1996,0.998163785337108
1997,0.9816987453618604
1998,0.9705958629615826
1999,0.9920968115450799
2000,0.9839237337309563
2001,0.9819193692639049
2002,0.9757308090221846
2003,0.9798819942716651
2004,0.9787318276421744
2005,0.9833939418877976
2006,0.972753107831861
2007,0.966681152221178
2008,0.9738633377694415
2009,0.9684570596792977
2010,0.9591578412374135
2011,0.9529191891545847
2012,0.9561737258625683
2013,0.9545262905601243
2014,0.9527262726302491
2015,0.9801661367784898
2016,0.972519546787281
2017,0.966985795935809
2018,0.9603300197964922
2019,0.9554902094227912
