1995,940.1607843137255
1996,1028.6196078431371
1997,1067.7882352941176
1998,1080.713725490196
1999,1113.2117647058824
2000,1165.3176470588235
2001,1198.9098039215687
2002,1226.6313725490197
2003,1255.2313725490196
2004,1285.9450980392157
2005,1329.8431372549019
2006,1365.4666666666667
2007,1398.5294117647059
2008,1433.0745098039215
2009,1467.4588235294118
2010,1502.172549019608
2011,1534.1764705882354
2012,1564.8470588235293
2013,1589.592156862745
2014,1613.4235294117648
2015,1669.2156862745098
2016,1724.7411764705882
2017,1776.478431372549
2018,1805.835294117647
2019,1843.0901960784313
