1995,1.0
1996,663.7058823529412
1997,362.05555555555554
1998,304.1864406779661
1999,328.0444444444444
2000,414.2014388489209
2001,369.48618784530385
2002,387.30366492146595
2003,402.20197044334975
2004,420.0892018779343
2005,445.45575221238937
2006,477.5739130434783
2007,503.4595744680851
2008,526.6213991769547
2009,562.8148148148148
2010,584.8353413654619
2011,618.5943775100402
2012,650.004016064257
2013,670.8293650793651
2014,693.6284584980237
2015,747.0787401574803
2016,799.9843137254902
2017,851.9843137254902
2018,899.0549019607843
2019,940.156862745098
