1995,1
1996,42
1997,160
1998,290
1999,365
2000,705
2001,907
2002,1083
2003,1223
2004,1316
2005,1421
2006,1607
2007,1680
2008,1753
2009,1983
2010,2112
2011,2219
2012,2337
2013,2460
2014,2507
2015,2590
2016,2833
2017,3004
2018,3091
2019,3154
