1995,22.02868664650353
1996,24.13599706744868
1997,24.98140344448516
1998,25.253181943045508
1999,25.33147147697097
2000,26.532002563867778
2001,26.929951469645637
2002,27.47504807252083
2003,28.169077261076527
2004,28.82195166605639
2005,29.69104723544489
2006,30.52911021603808
2007,31.254210911753937
2008,32.13777004760161
2009,32.90864152325155
2010,33.684350132625994
2011,34.067044726973386
2012,34.693130888136835
2013,35.35058995701088
2014,35.9273758346291
2015,37.232507088630754
2016,38.028994786426416
2017,39.23717186499589
2018,39.92454038232873
2019,40.878624348303305
