1995,1
1996,289
1997,540
1998,801
1999,1226
2000,1665
2001,2023
2002,2384
2003,2907
2004,3136
2005,3469
2006,3694
2007,4250
2008,4707
2009,5247
2010,6550
2011,6978
2012,7468
2013,7997
2014,8354
2015,8706
2016,9295
2017,9702
2018,10231
2019,10911
